SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
143566,0,Cash loans,M,Y,Y,0,126000.0,432567.0,22216.5,328500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.019101,-15840,-6091,-4832.0,-4872,4.0,1,1,0,1,1,0,,2.0,2,2,THURSDAY,10,0,0,0,0,0,0,Hotel,0.2765890311131008,0.6221429676446758,0.4596904504249018,0.0495,0.0458,0.9757,,,0.0,0.1034,0.125,,,,0.0392,,,0.0504,0.0475,0.9757,,,0.0,0.1034,0.125,,,,0.0408,,,0.05,0.0458,0.9757,,,0.0,0.1034,0.125,,,,0.0399,,,,block of flats,0.0495,"Stone, brick",No,0.0,0.0,0.0,0.0,-1699.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
442863,0,Revolving loans,F,Y,Y,1,225000.0,270000.0,13500.0,270000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.014464,-14244,-6429,-2096.0,-4750,14.0,1,1,0,1,0,0,Private service staff,3.0,2,2,SATURDAY,3,0,0,0,1,1,0,Services,,0.7367448327123389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-540.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
347787,0,Cash loans,M,Y,N,4,360000.0,490495.5,26131.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,-18154,-3544,-3112.0,-1678,7.0,1,1,1,1,1,0,Core staff,6.0,1,1,SUNDAY,18,0,1,1,0,1,1,Trade: type 7,0.591669906074427,0.7359594487016711,0.2458512138252296,0.0186,0.0218,0.9727,,,0.0,0.069,0.0833,,,,0.0176,,0.0,0.0189,0.0227,0.9727,,,0.0,0.069,0.0833,,,,0.0184,,0.0,0.0187,0.0218,0.9727,,,0.0,0.069,0.0833,,,,0.018,,0.0,,block of flats,0.0148,"Stone, brick",No,0.0,0.0,0.0,0.0,-1516.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7.0,0.0,0.0
326581,0,Cash loans,F,N,Y,2,315000.0,497520.0,33376.5,450000.0,Family,Commercial associate,Incomplete higher,Married,House / apartment,0.04622,-12272,-456,-4623.0,-4608,,1,1,0,1,0,0,Private service staff,4.0,1,1,FRIDAY,13,0,0,0,0,0,0,Services,0.5860522689212231,0.6818031823155023,0.2405414172860865,0.2103,0.1021,0.9911,0.8776,0.0654,0.24,0.1034,0.6667,0.7083,,0.171,0.2579,0.0019,0.0013,0.1429,0.0707,0.9901,0.8693,0.0438,0.1611,0.069,0.6667,0.7083,,0.1249,0.1792,0.0,0.0,0.2123,0.1021,0.9911,0.8792,0.0659,0.24,0.1034,0.6667,0.7083,,0.174,0.2625,0.0019,0.0013,reg oper account,block of flats,0.159,Panel,No,0.0,0.0,0.0,0.0,-1537.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,4.0
294284,0,Cash loans,M,N,Y,1,247500.0,1223010.0,48631.5,1125000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00702,-12363,-1142,-3641.0,-305,,1,1,0,1,0,0,Drivers,3.0,2,2,WEDNESDAY,18,0,0,0,0,0,0,Housing,0.2474720087672729,0.6040055234159617,0.7662336700704004,0.101,0.0854,0.9866,0.8164,0.0193,0.0732,0.1321,0.2983,0.0417,0.0636,0.0818,0.0998,0.0025,0.0026,0.084,0.0448,0.9846,0.7975,0.0034,0.0,0.1034,0.3333,0.0417,0.0593,0.0735,0.07,0.0,0.0,0.0978,0.0886,0.9861,0.8121,0.0231,0.08,0.1207,0.3333,0.0417,0.0636,0.08,0.0961,0.0019,0.0018,reg oper account,block of flats,0.0607,Panel,No,5.0,0.0,5.0,0.0,-1799.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
156944,0,Cash loans,F,N,Y,0,193500.0,495351.0,26518.5,459000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.019101,-20639,-5345,-561.0,-3619,,1,1,1,1,1,0,,1.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Other,,0.6974663400220183,0.7421816117614419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1836.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
387783,0,Revolving loans,F,N,Y,0,67500.0,180000.0,9000.0,180000.0,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,0.009175,-21337,365243,-8474.0,-4846,,1,0,0,1,0,0,,1.0,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,,0.7639483924927526,0.6610235391308081,0.2789,0.1346,0.9886,,,0.26,0.2241,0.375,,,,0.2785,,0.0,0.1334,0.0657,0.9886,,,0.1208,0.1034,0.375,,,,0.1336,,0.0,0.2816,0.1346,0.9886,,,0.26,0.2241,0.375,,,,0.2835,,0.0,,block of flats,0.3848,Panel,No,1.0,0.0,1.0,0.0,-175.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
389160,0,Cash loans,F,N,Y,2,202500.0,599472.0,25330.5,517500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-12535,-757,-6383.0,-3855,,1,1,0,1,1,0,Sales staff,4.0,1,1,TUESDAY,13,0,0,0,0,0,0,Trade: type 3,0.5089717508250009,0.6338918221007351,0.6848276586890367,0.1464,0.1005,0.9806,0.7348,0.13,0.0,0.2069,0.1667,0.2083,,0.1194,0.0904,0.0,0.0,0.1492,0.1042,0.9806,0.7452,0.1312,0.0,0.2069,0.1667,0.2083,,0.1304,0.0942,0.0,0.0,0.1478,0.1005,0.9806,0.7383,0.1308,0.0,0.2069,0.1667,0.2083,,0.1214,0.092,0.0,0.0,,block of flats,0.0711,"Stone, brick",No,1.0,0.0,1.0,0.0,-1495.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
147142,0,Cash loans,F,Y,Y,0,202500.0,1215000.0,35653.5,1215000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-19400,-12567,-5883.0,-2928,1.0,1,1,0,1,0,0,,2.0,2,2,THURSDAY,16,0,0,0,0,0,0,Business Entity Type 3,,0.6483954565000762,0.4436153084085652,0.1134,0.0876,0.9891,0.8504,0.0245,0.12,0.1034,0.3333,0.375,0.0705,0.0908,0.1199,0.0039,0.0006,0.1155,0.0909,0.9891,0.8563,0.0247,0.1208,0.1034,0.3333,0.375,0.0721,0.0992,0.125,0.0039,0.0006,0.1145,0.0876,0.9891,0.8524,0.0246,0.12,0.1034,0.3333,0.375,0.0717,0.0923,0.1221,0.0039,0.0006,reg oper spec account,block of flats,0.1078,Panel,No,1.0,0.0,1.0,0.0,-243.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
316229,0,Cash loans,M,N,Y,0,157500.0,112500.0,12064.5,112500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.026392,-16895,-4129,-7756.0,-174,,1,1,1,1,0,0,Laborers,1.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,Trade: type 7,0.5962405468554123,0.7191894925094169,,0.0969,,0.9896,,,0.08,0.0345,0.5417,,,,0.09,,0.0551,0.0987,,0.9896,,,0.0806,0.0345,0.5417,,,,0.0938,,0.0583,0.0978,,0.9896,,,0.08,0.0345,0.5417,,,,0.0916,,0.0562,,block of flats,0.0828,"Stone, brick",No,1.0,0.0,1.0,0.0,-2852.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
376143,0,Cash loans,F,N,Y,0,90000.0,180000.0,11641.5,180000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.031329,-21205,365243,-558.0,-4769,,1,0,0,1,0,0,,1.0,2,2,SATURDAY,12,0,0,0,0,0,0,XNA,,0.6454935389268762,0.3807996826489149,0.0165,0.0463,0.9811,,,0.0,0.069,0.0417,,0.0189,,0.0146,,0.0,0.0168,0.0481,0.9811,,,0.0,0.069,0.0417,,0.0193,,0.0152,,0.0,0.0167,0.0463,0.9811,,,0.0,0.069,0.0417,,0.0192,,0.0149,,0.0,,block of flats,0.0115,"Stone, brick",No,0.0,0.0,0.0,0.0,-1739.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
346574,0,Cash loans,F,Y,N,0,139500.0,900000.0,32328.0,900000.0,Unaccompanied,State servant,Secondary / secondary special,Widow,House / apartment,0.022625,-20563,-3171,-3161.0,-4045,10.0,1,1,0,1,0,0,,1.0,2,2,FRIDAY,10,0,0,0,0,1,1,Kindergarten,,0.3879877610108234,0.3774042489507649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1131.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
351703,0,Cash loans,F,N,Y,0,270000.0,1443150.0,57361.5,1327500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-15581,-3216,-6612.0,-1108,,1,1,1,1,0,0,Managers,2.0,2,2,SATURDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.5987476984371295,0.4938628816996244,,,0.9901,0.8640000000000001,,0.16,0.1379,0.375,0.4167,0.0783,0.1252,0.1084,,0.2375,,,0.9901,0.8693,,0.1611,0.1379,0.375,0.4167,0.0801,0.1368,0.1129,,0.2515,,,0.9901,0.8658,,0.16,0.1379,0.375,0.4167,0.0797,0.1274,0.1103,,0.2425,,block of flats,0.1369,Panel,No,0.0,0.0,0.0,0.0,-3301.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
418594,0,Cash loans,F,N,N,0,135000.0,67500.0,6673.5,67500.0,"Spouse, partner",Pensioner,Higher education,Married,House / apartment,0.006629,-20849,365243,-6513.0,-4057,,1,0,0,1,0,0,,2.0,2,2,SATURDAY,5,0,0,0,0,0,0,XNA,0.6679278085414895,0.5607275635159711,0.6986675550534175,0.0495,0.0556,0.9861,0.8096,0.0182,0.02,0.069,0.25,0.0417,0.0587,0.0395,0.0576,0.0039,0.006,0.0378,0.03,0.9861,0.8171,0.0167,0.0,0.0345,0.1667,0.0417,0.0163,0.0331,0.0464,0.0,0.0,0.05,0.0556,0.9861,0.8121,0.0183,0.02,0.069,0.25,0.0417,0.0597,0.0402,0.0587,0.0039,0.0061,reg oper spec account,block of flats,0.044,Panel,No,0.0,0.0,0.0,0.0,-1505.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,5.0
168311,0,Cash loans,M,Y,N,2,135000.0,50940.0,5346.0,45000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-14022,-3896,-4112.0,-4798,22.0,1,1,0,1,0,0,Drivers,4.0,2,2,MONDAY,12,0,0,0,0,0,0,Self-employed,,0.3731019869122233,0.7091891096653581,0.0371,0.0306,0.9727,0.626,0.0317,0.0,0.1034,0.1667,0.2083,0.0106,0.0298,0.0376,0.0019,0.0205,0.0336,0.0141,0.9722,0.6341,0.0196,0.0,0.069,0.1667,0.2083,0.0075,0.0294,0.0265,0.0,0.0055,0.0375,0.0306,0.9727,0.631,0.0319,0.0,0.1034,0.1667,0.2083,0.0108,0.0304,0.0382,0.0019,0.0209,reg oper account,block of flats,0.0384,Mixed,No,6.0,0.0,6.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
361851,0,Cash loans,M,Y,N,1,157500.0,269550.0,19300.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0038179999999999,-15928,-3483,-2207.0,-4641,20.0,1,1,1,1,1,0,Laborers,2.0,2,2,THURSDAY,5,0,0,0,0,0,0,Self-employed,,0.4850161437204842,,0.066,0.0965,0.9856,0.8028,0.0991,0.0,0.1379,0.125,0.0417,0.0953,0.0538,0.0421,0.0,0.0,0.0672,0.1002,0.9856,0.8105,0.1,0.0,0.1379,0.125,0.0417,0.0974,0.0588,0.0438,0.0,0.0,0.0666,0.0965,0.9856,0.8054,0.0998,0.0,0.1379,0.125,0.0417,0.0969,0.0547,0.0428,0.0,0.0,reg oper account,block of flats,0.0541,Block,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
181021,0,Cash loans,F,N,Y,0,117000.0,900000.0,38133.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-20067,-1594,-2908.0,-3591,,1,1,0,1,0,0,High skill tech staff,2.0,2,2,MONDAY,16,0,0,0,0,0,0,Government,,0.6066646661283414,0.7688075728291359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,4.0,2.0,-1761.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
365018,0,Revolving loans,F,N,Y,0,90000.0,225000.0,11250.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,-10872,-3602,-4626.0,-3526,,1,1,0,1,1,0,Core staff,1.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Kindergarten,0.5417296728633918,0.5936411411821553,0.2539628093363117,0.201,0.1245,0.9896,0.8572,0.0561,0.2,0.1724,0.3333,0.375,0.1371,0.1605,0.2026,0.0154,0.0314,0.2048,0.1292,0.9896,0.8628,0.0567,0.2014,0.1724,0.3333,0.375,0.1402,0.1754,0.2111,0.0156,0.0333,0.203,0.1245,0.9896,0.8591,0.0565,0.2,0.1724,0.3333,0.375,0.1395,0.1633,0.2062,0.0155,0.0321,reg oper account,block of flats,0.1969,Mixed,No,3.0,0.0,3.0,0.0,-517.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
286486,0,Cash loans,F,Y,Y,0,270000.0,1546020.0,45333.0,1350000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.072508,-20507,365243,-8195.0,-3806,9.0,1,0,0,1,1,1,,2.0,1,1,WEDNESDAY,10,0,0,0,0,0,0,XNA,,0.7194499798437602,0.722392890081304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-289.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
153638,0,Cash loans,M,N,Y,2,180000.0,508495.5,24592.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-10925,-859,-4639.0,-3470,,1,1,0,1,0,0,Laborers,4.0,2,2,MONDAY,9,0,0,0,0,1,1,Business Entity Type 3,,0.4554340626144464,0.7435593141311444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-527.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0
295174,0,Cash loans,F,N,N,0,180000.0,1575000.0,41679.0,1575000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.009549,-20817,-1332,-3841.0,-4364,,1,1,0,1,1,0,Core staff,1.0,2,2,SUNDAY,9,0,0,0,0,0,0,Self-employed,,0.560463620042102,0.5954562029091491,0.1344,0.0573,0.9906,0.8776,0.026,0.0532,0.0459,0.3471,0.3917,0.0493,0.1054,0.0751,0.0193,0.0667,0.1817,0.0374,0.9851,0.804,0.0068,0.0403,0.0345,0.3333,0.375,0.0018,0.1093,0.0426,0.0078,0.0015,0.1301,0.0605,0.9906,0.9262,0.0236,0.04,0.0345,0.3333,0.375,0.0587,0.1018,0.0887,0.0194,0.0185,reg oper spec account,block of flats,0.0398,Panel,No,0.0,0.0,0.0,0.0,-1047.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
248024,0,Cash loans,M,Y,Y,0,90000.0,225000.0,26833.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-8407,-347,-1575.0,-1066,14.0,1,1,0,1,0,0,Drivers,2.0,2,2,WEDNESDAY,9,0,0,0,0,1,1,Construction,,0.5018606194477935,,0.0082,0.0248,0.9836,0.7756,0.019,0.0,0.069,0.0417,0.0417,0.0103,0.0067,0.0084,0.0,0.0077,0.0084,0.0258,0.9836,0.7844,0.0192,0.0,0.069,0.0417,0.0417,0.0106,0.0073,0.0088,0.0,0.0082,0.0083,0.0248,0.9836,0.7786,0.0191,0.0,0.069,0.0417,0.0417,0.0105,0.0068,0.0086,0.0,0.0079,reg oper account,block of flats,0.0083,Panel,No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
268433,0,Cash loans,M,N,Y,0,121500.0,328500.0,17136.0,328500.0,Family,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-9725,-911,-4379.0,-1942,,1,1,0,1,0,0,Core staff,2.0,2,2,MONDAY,13,0,0,0,0,0,0,Trade: type 3,,0.4109334678434191,,0.0371,0.0295,0.9757,0.6668,0.011,0.0,0.0862,0.0833,0.125,0.0103,0.0303,0.026,0.0,0.0,0.0378,0.0,0.9757,0.6798,0.0111,0.0,0.069,0.0833,0.125,0.0105,0.0331,0.0243,0.0,0.0,0.0375,0.0295,0.9757,0.6713,0.0111,0.0,0.0862,0.0833,0.125,0.0104,0.0308,0.0265,0.0,0.0,reg oper spec account,block of flats,0.0243,"Stone, brick",No,1.0,0.0,1.0,0.0,-230.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
118988,0,Cash loans,F,N,Y,0,112500.0,539100.0,22837.5,450000.0,Unaccompanied,Pensioner,Higher education,Married,Municipal apartment,0.018801,-23464,365243,-7586.0,-4216,,1,0,0,1,0,0,,2.0,2,2,SATURDAY,10,0,0,0,0,0,0,XNA,0.7544990134078402,0.4364933909041041,0.6363761710860439,0.1526,1.0,0.9861,0.8096,0.072,0.16,0.1379,0.3333,0.375,0.0715,0.1244,0.1477,0.0,0.0367,0.1555,1.0,0.9861,0.8171,0.0727,0.1611,0.1379,0.3333,0.375,0.0732,0.1359,0.1539,0.0,0.0388,0.1541,1.0,0.9861,0.8121,0.0725,0.16,0.1379,0.3333,0.375,0.0728,0.1266,0.1503,0.0,0.0375,reg oper account,block of flats,0.1945,Block,No,0.0,0.0,0.0,0.0,-386.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
229084,0,Revolving loans,M,N,Y,1,148500.0,225000.0,11250.0,225000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.019101,-15256,-1557,-1432.0,-5217,,1,1,0,1,0,0,Managers,3.0,2,2,SUNDAY,12,0,0,0,0,0,0,Self-employed,,0.6833288294710468,0.7062051096536562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1519.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
406103,0,Cash loans,F,N,Y,0,225000.0,1009566.0,33493.5,904500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.025164,-17320,-8234,-8260.0,-860,,1,1,0,1,0,0,Core staff,2.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Medicine,,0.7173043178435615,0.4101025731788671,0.0928,,0.9826,,,0.0,0.2069,0.1667,,,,0.0564,,0.1414,0.0945,,0.9826,,,0.0,0.2069,0.1667,,,,0.0588,,0.1497,0.0937,,0.9826,,,0.0,0.2069,0.1667,,,,0.0574,,0.1444,,block of flats,0.0751,Panel,No,0.0,0.0,0.0,0.0,-2545.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
354376,0,Revolving loans,F,Y,N,0,90000.0,247500.0,12375.0,247500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.005144,-14808,-269,-1665.0,-4725,1.0,1,1,0,1,0,0,Core staff,2.0,2,2,FRIDAY,15,0,0,0,0,0,0,Self-employed,,0.5857153689996621,0.816092360478441,0.0134,0.0062,0.9965,,0.0013,0.0,0.0345,0.125,,0.0041,0.0067,0.0157,0.0193,0.0133,0.0137,0.0064,0.9965,,0.0013,0.0,0.0345,0.125,,0.0042,0.0073,0.0164,0.0195,0.0141,0.0135,0.0062,0.9965,,0.0013,0.0,0.0345,0.125,,0.0042,0.0068,0.016,0.0194,0.0136,reg oper spec account,block of flats,0.016,Monolithic,No,0.0,0.0,0.0,0.0,-198.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
435764,0,Cash loans,M,Y,Y,2,270000.0,339948.0,31306.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-11988,-1059,-3258.0,-4229,16.0,1,1,1,1,1,0,Laborers,4.0,3,3,TUESDAY,14,0,0,0,0,1,1,Business Entity Type 3,0.3015741613106811,0.6216904837706708,0.646329897706246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-447.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
197001,0,Cash loans,F,N,N,0,112500.0,1078200.0,31653.0,900000.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.025164,-9758,-1799,-4265.0,-2290,,1,1,0,1,0,0,,1.0,2,2,THURSDAY,12,0,1,1,0,0,0,Government,0.3915151605960908,0.6469982948020053,0.633031641417419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-1573.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
372906,0,Cash loans,M,Y,Y,0,112500.0,418500.0,13495.5,418500.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.0145199999999999,-22439,365243,-769.0,-4061,0.0,1,0,0,1,0,0,,1.0,2,2,FRIDAY,13,0,0,0,0,0,0,XNA,,0.0414600769808419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-183.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
